  Vessel_8    6206  7 23  13  59 203.5826389  -70.64417   42.78284  1.0 nan       77.0        6.0      0.048   5.56   0.10  2015
  Vessel_8    6206  7 23  15  35 203.6493056  -70.65681   42.83335  1.0 nan       77.0        5.0      0.051   5.51   0.10  2015
  Vessel_8    6206  7 25  10  43 205.4465278  -70.65906   42.80235  1.0 nan       76.0        5.0      0.023   6.07   0.20  2015
  Vessel_8    6206  7 25  13  33 205.5645833  -70.64263   42.88125  1.0 nan       77.0       18.0        0.1   6.03   0.20  2015
  Vessel_8    6206  7 25  15  14 205.6347222  -70.65400   42.82355  1.0 nan       74.0        7.0      0.051   6.17   0.10  2015
  Vessel_8    6206  7 27  11   8 207.4638889  -70.64816   42.79283  1.0 nan       76.0        4.0      0.042   5.69   0.09  2015
  Vessel_8    6206  7 27  12  52 207.5361111  -70.66022   42.83382  1.0 nan       78.0       10.0      0.046   5.56   0.18  2015
  Vessel_8    6206  7 27  15  28 207.6444444  -70.66185   42.79580  1.0 nan       77.0        9.0      0.038   5.62   0.18  2015
  Vessel_8    6206  7 28  10  35 208.4409722  -70.65584   42.80558  1.0 nan       77.0        7.0      0.029   5.74   0.16  2015
  Vessel_8    6206  7 28  12   7 208.5048611  -70.61789   42.75972  1.0 nan       78.0       11.0      0.043   5.63   0.17  2015
  Vessel_8    6206  7 28  13  28 208.5611111  -70.64700   42.79993  1.0 nan       79.0        9.0      0.044   5.61   0.05  2015
  Vessel_8    6206  7 28  14  41 208.6118056  -70.65724   42.83585  1.0 nan       78.0        9.0      0.035   5.59   0.16  2015
  Vessel_8    6206  7 29  10  38 209.4430556  -70.65793   42.80362  1.0 nan       75.0       18.0      0.031   5.95   0.36  2015
  Vessel_8    6206  7 29  12   3 209.5020833  -70.62417   42.75365  1.0 nan       76.0        5.0      0.042   5.69   0.12  2015
  Vessel_8    6206  7 29  13  40 209.5694444  -70.64338   42.80612  1.0 nan       79.0       13.0      0.051   5.55   0.15  2015
  Vessel_8    6206  7 30  10  56 210.4555556  -70.64278   42.79969  1.0 nan       76.0        9.0      0.041   6.07   0.26  2015
  Vessel_8    6206  7 30  12  23 210.5159722  -70.61259   42.75444  1.0 nan       77.0        5.0      0.044   5.77   0.14  2015
  Vessel_8    6206  7 30  13  49 210.5756944  -70.64696   42.79467  1.0 nan       78.0        7.0      0.044   5.65   0.11  2015
  Vessel_8    6206  7 30  13  49 210.5756944  -70.64696   42.79467  1.0 nan       78.0        7.0      0.044   5.65   0.11  2015
  Vessel_8    6206  7 30  15   9 210.6312500  -70.65983   42.84015  1.0 nan       79.0        6.0      0.039   5.95   0.19  2015
  Vessel_8    6206  8  2  10  34 213.4402778  -70.65415   42.80503  1.0 nan       76.0        5.0      0.029   6.46   0.09  2015
  Vessel_8    6206  8  2  12   1 213.5006944  -70.61849   42.75826  1.0 nan       74.0       14.0      0.048   6.23   0.16  2015
  Vessel_8    6206  8  2  13  33 213.5645833  -70.65484   42.80020  1.0 nan       75.0        4.0      0.043   6.25   0.11  2015
  Vessel_8    6206  8  2  15   2 213.6263889  -70.65258   42.85501  1.0 nan       76.0        7.0      0.044   6.37   0.30  2015
  Vessel_8    6206  8  3  10  58 214.4569444  -70.63273   42.77291  1.0 nan       74.0       11.0      0.044   6.45   0.14  2015
  Vessel_8    6206  8  3  12  13 214.5090278  -70.59980   42.74207  1.0 nan       74.0        3.0      0.033   6.33   0.09  2015
  Vessel_8    6206  8  3  13  55 214.5798611  -70.66348   42.79681  1.0 nan       76.0        5.0       0.04   6.40   0.10  2015
  Vessel_8    6206  8  3  15  16 214.6361111  -70.65638   42.81540  1.0 nan       77.0       11.0      0.042   6.37   0.19  2015
  Vessel_8    6206  8  3  16  30 214.6875000  -70.81967   42.89074  1.0 nan      438.0      323.0      0.039  21.13   0.03  2015
  Vessel_8    6206  8  3  16  49 214.7006944  -70.81969   42.89079  1.0 nan      105.0       52.0      0.191  26.09  19.00  2015
  Vessel_8    6206  8  3  17   8 214.7138889  -70.81927   42.89066  1.0 nan       80.0       78.0      0.131  12.20  49.80  2015
  Vessel_8    6206  8  4  10  59 215.4576389  -70.63932   42.76886  1.0 nan      431.0      337.0       0.01  27.16   0.03  2015
  Vessel_8    6206  8  4  11  17 215.4701389  -70.63928   42.77966  1.0 nan       77.0       13.0      0.045   6.21   0.15  2015
  Vessel_8    6206  8  4  12  25 215.5173611  -70.64649   42.82137  1.0 nan       76.0        6.0      0.044   6.10   0.31  2015
  Vessel_8    6206  8  4  15  12 215.6333333  -70.63565   42.76762  1.0 nan       75.0        9.0      0.042   6.28   0.16  2015
  Vessel_8    6206  8  5  10  58 216.4569444  -70.63546   42.79733  1.0 nan       77.0        5.0      0.043   5.88   0.18  2015
  Vessel_8    6206  8  5  12  22 216.5152778  -70.65069   42.84156  1.0 nan       77.0        6.0      0.043   5.84   0.08  2015
  Vessel_8    6206  8  5  13  48 216.5750000  -70.63306   42.79061  1.0 nan       79.0        8.0      0.045   5.79   0.16  2015
  Vessel_8    6206  8  5  15  27 216.6437500  -70.63226   42.78230  1.0 nan       77.0        9.0      0.048   6.09   0.12  2015
  Vessel_8    6206  8  6  10  56 217.4555556  -70.63044   42.77025  1.0 nan       78.0        3.0      0.042   5.86   0.10  2015
  Vessel_8    6206  8  6  12  20 217.5138889  -70.59278   42.75464  1.0 nan       78.0       11.0      0.043   6.04   0.10  2015
  Vessel_8    6206  8  6  13  46 217.5736111  -70.63889   42.77777  1.0 nan       76.0        6.0      0.044   6.04   0.07  2015
  Vessel_8    6206  8  6  15  13 217.6340278  -70.64981   42.81662  1.0 nan       75.0       12.0      0.044   5.87   0.19  2015
  Vessel_8    6206  8  7  12   9 218.5062500  -70.65147   42.81571  1.0 nan       77.0        5.0        0.1   5.92   0.07  2015
  Vessel_8    6206  8  7  13  30 218.5625000  -70.65692   42.77885  1.0 nan       78.0        8.0      0.041   5.89   0.09  2015
  Vessel_8    6206  8  8  12  26 219.5180556  -70.64878   42.81085  1.0 nan       79.0       10.0      0.101   5.95   0.12  2015
  Vessel_8    6206  8  8  13  58 219.5819444  -70.63400   42.75725  1.0 nan       77.0        9.0      0.047   6.00   0.10  2015
  Vessel_8    6206  8  8  15  28 219.6444444  -70.65887   42.80814  1.0 nan       77.0        5.0      0.047   6.00   0.10  2015
  Vessel_8    6206  8 12  11  25 223.4756944  -70.63718   42.77807  1.0 nan       73.0       11.0      0.056   6.38   0.35  2015
  Vessel_8    6206  8 12  13  15 223.5520833  -70.66020   42.84728  1.0 nan       76.0        6.0      0.063   6.40   0.19  2015
  Vessel_8    6206  8 12  15  34 223.6486111  -70.63973   42.79213  1.0 nan       77.0       12.0      0.077   6.38   0.22  2015
  Vessel_8    6206  8 14  15  52 225.6611111  -70.64655   42.79787  1.0 nan       82.0        4.0      0.065   6.31   0.16  2015
  Vessel_8    6206  8 15  13  19 226.5548611  -70.60724   42.74694  1.0 nan       77.0        8.0       0.14   6.60   0.13  2015
  Vessel_8    6206  8 16  11  20 227.4722222  -70.65054   42.79099  1.0 nan       77.0       15.0      0.903   6.65   0.34  2015
  Vessel_8    6206  8 16  13  18 227.5541667  -70.58259   42.74067  1.0 nan       79.0        6.0      0.063   6.69   0.22  2015
  Vessel_8    6206  8 16  15   7 227.6298611  -70.64374   42.79192  1.0 nan       79.0       16.0      0.067   6.64   0.12  2015
  Vessel_8    6206  8 17  12  52 228.5361111  -70.65644   42.80655  1.0 nan       73.0       16.0      0.125   7.09   0.07  2015
  Vessel_8    6206  8 17  13  45 228.5729167  -70.63589   42.77880  1.0 nan       79.0       11.0      0.019   6.81   0.20  2015
  Vessel_8    6206  8 17  15   8 228.6305556  -70.65868   42.82481  1.0 nan       74.0       13.0      0.044   7.05   0.05  2015
  Vessel_8    6206  8 18  13  24 229.5583333  -70.65943   42.80270  1.0 nan       74.0       10.0      0.142   6.98   0.13  2015
  Vessel_8    6206  8 18  15  16 229.6361111  -70.65447   42.83241  1.0 nan       75.0        4.0      0.063   7.03   0.10  2015
  Vessel_8    6206  8 19  11  30 230.4791667  -70.63947   42.76682  1.0 nan       73.0        7.0      0.065   7.09   0.10  2015
  Vessel_8    6206  8 19  13  21 230.5562500  -70.63973   42.83071  1.0 nan       75.0        7.0      0.063   7.04   0.11  2015
  Vessel_8    6206  8 19  15  22 230.6402778  -70.66586   42.81770  1.0 nan       74.0        9.0      0.069   7.11   0.10  2015
  Vessel_8    6206  8 20  11  32 231.4805556  -70.64162   42.76603  1.0 nan       74.0        6.0      0.061   6.94   0.07  2015
  Vessel_8    6206  8 20  13  25 231.5590278  -70.63724   42.77019  1.0 nan       75.0        6.0      0.063   6.96   0.11  2015
  Vessel_8    6206  8 20  15  21 231.6395833  -70.65808   42.84094  1.0 nan       75.0        7.0      0.065   6.90   0.16  2015
  Vessel_8    6206  8 21  11  26 232.4763889  -70.64192   42.77464  1.0 nan       74.0        7.0      0.063   6.92   0.16  2015
  Vessel_8    6206  8 21  13  26 232.5597222  -70.65263   42.78665  1.0 nan       77.0        6.0      0.065   6.81   0.09  2015
  Vessel_8    6206  8 21  15  21 232.6395833  -70.65445   42.85966  1.0 nan       73.0        6.0      0.065   7.25   0.21  2015
  Vessel_8    6206  8 22  13  28 233.5611111  -70.66275   42.83377  1.0 nan       74.0        9.0      0.144   7.32   0.20  2015
  Vessel_8    6206  8 22  15  36 233.6500000  -70.62898   42.89999  1.0 nan       74.0        5.0      0.067   7.34   0.11  2015
  Vessel_8    6206  8 23  11  37 234.4840278  -70.63960   42.88909  1.0 nan       76.0        8.0      0.063   7.35   0.16  2015
  Vessel_8    6206  8 23  13  34 234.5652778  -70.65926   42.82841  1.0 nan       75.0        4.0      0.065   7.38   0.11  2015
  Vessel_8    6206  8 23  15  34 234.6486111  -70.63640   42.89461  1.0 nan       73.0        3.0      0.067   7.30   0.12  2015
  Vessel_8    6206  8 24  11  34 235.4819444  -70.65623   42.77398  1.0 nan       74.0        8.0      0.061   7.45   0.12  2015
  Vessel_8    6206  8 24  13  31 235.5631944  -70.65936   42.84480  1.0 nan       73.0       12.0      0.067   7.48   0.09  2015
  Vessel_8    6206  8 24  15  41 235.6534722  -70.61364   42.88357  1.0 nan       76.0       11.0      0.074   7.28   0.15  2015
  Vessel_8    6206  8 25  13  13 236.5506944  -70.66205   42.82202  1.0 nan       75.0        7.0      0.067   7.31   0.09  2015
  Vessel_8    6206  8 25  15  16 236.6361111  -70.65949   42.82763  1.0 nan       74.0       13.0       0.07   7.34   0.12  2015
  Vessel_8    6206  8 26  13  25 237.5590278  -70.66580   42.82931  1.0 nan       75.0       13.0      0.147   7.18   0.20  2015
  Vessel_8    6206  8 26  15  36 237.6500000  -70.61548   42.90048  1.0 nan       77.0        6.0      0.073   7.09   0.13  2015
  Vessel_8    6206  8 27  11  28 238.4777778  -70.65247   42.78974  1.0 nan       73.0       10.0      0.063   7.21   0.13  2015
  Vessel_8    6206  8 27  13  23 238.5576389  -70.64233   42.85403  1.0 nan       77.0       18.0      0.065   6.92   0.21  2015
  Vessel_8    6206  8 27  15  24 238.6416667  -70.64887   42.88639  1.0 nan       75.0        8.0      0.069   7.23   0.11  2015
  Vessel_8    6206  8 28  11  30 239.4791667  -70.64902   42.87245  1.0 nan       74.0        7.0      0.065   7.26   0.15  2015
  Vessel_8    6206  8 28  13  26 239.5597222  -70.65320   42.86664  1.0 nan       75.0        6.0      0.065   7.21   0.20  2015
